Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
Tranway Technologies Ltd,TRANWAY,,"11.65868","10.5","11.430078431372564"
Rishabh Digha Steel and Allied Products Ltd,RISHDIGA,"Iron & Steel","11.631168","19.8","-26.434472727272727"
Rajasthan Cylinders and Containers Ltd,RCCL,"Oil & Gas - Storage & Transportation","11.614310725","34","2.9035776812500043"
Sanco Industries Ltd,SANCO,"Building Products - Pipes","11.56956","10.05","-13.773285714285713"
Kotak Nifty Alpha 50 ETF,KOTAKALPHA,"Equity","11.560360832","28.37",
Naapbooks Ltd,NBL,,"11.51092","63","52.32236363636359"
Shalimar Agencies Ltd,SAGL,"Investment Banking & Brokerage","11.508835000000001","38.35","-115.08835"
Parenteral Drugs (India) Ltd,PDPL,"Pharmaceuticals","11.4792755","3.85","-0.15031131989000915"
VCK Capital Market Services Ltd,VCKCAP,"Asset Management","11.448611790000001","13.28","228.97223579999775"
Aishwarya Technologies and Telecom Ltd,AISHWARYA,"0","11.34962245","4.52","-4.053436589285713"
Tarai Foods Ltd,TARAI,"Packaged Foods & Meats","11.3459968","6.45","-25.78635636363636"
Premier Synthetics Ltd,PREMSYN,"Textiles","11.345204","26.45","4.520001593625503"
Lippi Systems Ltd,LIPPISYS,"Industrial Machinery","11.312","15.38","13.308235294117623"
R T Exports Ltd,RTEXPO,"Agro Products","11.311605","26.7","-226.23209999999955"
Kotak Nifty 100 Low Vol 30 ETF,KOTAKLOVOL,"Equity","11.309675944999999","13.33",
Amraworld Agrico Ltd,AMRAAGRI,"Commodities Trading","11.3082","0.93","-21.336226415094337"
Shree Bhawani Paper Mills Ltd,SHBHAWPA,"Paper Products","11.284020576000001","3.38","-0.2744168428015565"
Cityman Ltd,CITYMAN,"Textiles","11.283314234886099","9.12","-38.90798012029689"
RM Drip & Sprinklers Systems Ltd,RMDRIP,"Agricultural & Farm Machinery","11.27265","16.2","-11.992180851063859"
Margo Finance Ltd,MARGOFIN,"Diversified Financials","11.26505","24.65","-22.5301"
Nippon India ETF Nifty 100,NIF100BEES,"Equity","11.262924036","187.67",
Jindal Cotex Ltd,JINDCOT,"Textiles","11.244586979249599","2.5","0.11068596298109652"
Net Pix Shorts Digital Media Ltd,NETPIX,,"11.20021","35","-48.696565217391274"
Trans India House Impex Ltd,TIHIL,,"11.1878","6.62","-13.318809523809524"
Shree Krishna Infrastructure Ltd,SKIFL,"Real Estate","11.16","37.2","371.99999999999966"
N D Metal Industries Ltd,NDMETAL,"0","11.16","45","-1115.9999999999927"
Parle Industries Ltd,PARLEIND,"Commodities Trading","11.116","7.9","555.8000000000042"
KMG Milk Food Ltd,KMGMILK,"FMCG - Foods","11.086614","20.9","-85.28164615384577"
Sword-Edge Commercials Ltd,SWORDEDGE,,"11.0772","0.51","-13.031999999999998"
Accord Synergy Ltd,ACCORD,"Telecom Services","11.07568","33.4","-1.870891891891893"
Confidence Finance and Trading Ltd,CONFINT,"Investment Banking & Brokerage","11.05975","11","552.987500000047"
Svaraj Trading and Agencies Ltd,ZSVARAJT,"Commodities Trading","11.04775","7.75","21.245673076923076"
UTL Industries Ltd,UTLINDS,"Iron & Steel","11.039925","3.34","-52.57107142857143"
Mystic Electronics Ltd,MYSTICELE,,"11.029566384","5.85","551.4783192000001"
Rajasthan Petro Synthetics Ltd,RAJSPTR,"Logistics","11.0088691424795","1.12","1100.8869142479552"
Mukta Agriculture Ltd,MUKTA,"Commodities Trading","10.992657896999999","4.98","-39.259492489285705"
Nippon India ETF Hang Seng BeES,HNGSNGBEES,"Equity","10.982502","301.25",
Valencia Nutrition Ltd,VALENCIA,,"10.975195065000001","19.65","-16.380888156716424"
Sterling Powergensys Ltd,STERPOW,"Textiles","10.9564","20.45","109.56400000000002"
S S Infrastructure Development Consultants Ltd,SSINFRA,"Construction & Engineering","10.9111695","7.4","-2.240486550308009"
Motilal Oswal Nasdaq Q50 ETF,MONQ50,"Equity","10.8938445","51.47",
Panafic Industrials Ltd,PANAFIC,"Diversified Financials","10.893504864","1.29","8.856508019512196"
PVV Infra Ltd,PVVINFRA,,"10.882358055","15.7","6.801473784375002"
Midwest Gold Ltd,MIDWEST,"Mining - Diversified","10.8687565083105","33.2","-6.709108955747222"
ACI Infocom Ltd,ACIIN,"IT Services & Consulting","10.8281082","0.97","270.70270500000004"
Consecutive Investments & Trading Co Ltd,CITL,"Investment Banking & Brokerage","10.8119625","35.95","98.29056818181817"
Gallops Enterprise Ltd,GALLOPENT,,"10.77451","21.8","119.71677777777778"
VXL Instruments Ltd,VXLINSTR,"Technology Hardware","10.7664384","7.69","-119.62709333333245"
Colinz Laboratories Ltd,COLINZ,"Pharmaceuticals","10.7439615","44.75","32.557459090909084"
Abirami Financial Services (India) Ltd,ABIRAFN,"Diversified Financials","10.722","18.76","-59.56666666666671"
Bright Solar Ltd,BRIGHT,"Industrial Machinery","10.71","5.5","-1.453188602442334"
Kaarya Facilities & Services Ltd,KAARYAFSL,,"10.677994636","11.42","355.93315453336726"
Gujarat Investa Ltd,GUJINV,"Diversified Financials","10.6715679","13.5","266.78919750000045"
Jindal Leasefin Ltd,JLL,"Investment Banking & Brokerage","10.6665505","37","50.793097619047614"
Riga Sugar Co Ltd,RIGASUG,,"10.644789484999999","7.06","-0.224621006224942"
Peeti Securities Ltd,PEETISEC,"Textiles","10.632384","28.35","13.808290909090854"
Mega Nirman & Industries Ltd,MNIL,"Cement","10.6283125","33.3","132.85390624999985"
Minaxi Textiles Ltd,MINAXI,"Textiles","10.62444","2.13","-6.682037735849045"
IMEC Services Ltd,IMEC,,"10.599088612000001","2.13","-2.623536785148517"
HDFC Nifty 100 Quality 30 ETF,HDFCQUAL,"Equity","10.5760902","38.25",
Sharpline Broadcast Ltd,SHARPLINE,,"10.5455","8.73","15.50808823529412"
Money Masters Leasing and Finance Ltd,MMLF,"Diversified Financials","10.54014045","10.5","27.026001153846135"
Vamshi Rubber Ltd,VAMSHIRU,,"10.538034","26.25","351.26779999992385"
Jiya Eco-Products Ltd,JIYAECO,"Renewable Energy","10.5256417","3.5","-17.25515032786888"
Madhuveer Com 18 Network Ltd,MADHUVEER,"Movies & TV Serials","10.523577","11.1","58.464316666666654"
Kretto Syscon Ltd,KRETTOSYS,,"10.505473638","0.69","58.36374243333327"
Market Creators Ltd,MKTCREAT,"Investment Banking & Brokerage","10.5","10","10.714285714285724"
Suvidha Infraestate Corporation Ltd,SICL,"Construction & Engineering","10.49728","11.25","-14.996114285714286"
Stellar Capital Services Ltd,STELLAR,"0","10.48383","4.2","32.761968749999994"
Betex India Ltd,BETXIND,"Textiles","10.455","66.4","25.49999999999957"
RAP Media Ltd,RAP,"Real Estate","10.438775","17.75","-11.105079787234043"
Sovereign Diamonds Ltd,SOVERDIA,"Precious Metals, Jewellery & Watches","10.38946359","17.7","7.753331037313419"
Bloom Dekor Ltd,BLOOM,"Wood Products","10.3846","15.91","-0.5140891089108911"
S P Capital Financing Ltd,SPCAPIT,"Diversified Financials","10.340984","18.05","7.181238888888891"
Le Lavoir Ltd,LELAVOIR,,"10.3356","31.35","34.452000000000005"
J Taparia Projects Ltd,JTAPARIA,"Textiles","10.3194","6.1",
Pact Industries Ltd,PACT,"Iron & Steel","10.305888","1.95","257.6472000000109"
Kush Industries Ltd,KUSHIND,"Textiles","10.29375","6.75","4.218750000000001"
Kotia Enterprises Ltd,KEL,"Industrial Machinery","10.292053","14.66","19.792409615384596"
Milestone Global Ltd,MILESTONE,,"10.285875","20.3","13.714500000000001"
Unity Infraprojects Ltd,UNITY,"Construction & Engineering","10.2754307337777","0.85","-0.004616656438012562"
Dmr Hydroengineering & Infrastructures Ltd,DMR,,"10.265681","28.95","15.096589705882359"
Sarup Industries Ltd,SARUPINDUS,,"10.24506","31.5","-4.74308333333333"
Sparc Electrex Ltd,SPAR,,"10.242455","21.35","4.808664319248828"
Sheshadri Industries Ltd,SHESHAINDS,"Textiles","10.241526505","21.65","1.0334537341069625"
Vitesse Agro Ltd,VITESSE,"Agro Products","10.23430284","21.7","19.681351615384607"
Goenka Business & Finance Ltd,GBFL,"Diversified Financials","10.2310787","7.82","16.77226016393993"
KOBO Biotech Ltd,KOBO,,"10.220925","4.08","-0.6715456636005256"
Swarna Securities Ltd,SWRNASE,"Investment Banking & Brokerage","10.2","33.75","13.972602739726028"
Abhinav Leasing & Finance Ltd,ALFL,,"10.19592","2.02","169.93199999997586"
CMM Infraprojects Ltd,CMMIPL,"Construction & Engineering","10.187619","6.2","19.221922641509796"
Paragon Finance Ltd,PARAGONF,"Consumer Finance","10.17875","23.95","15.192164179104475"
Uniroyal Marine Exports Ltd,UNRYLMA,"Packaged Foods & Meats","10.172815","14.95","72.66296428571192"
Maagh Advertising & Marketing Services Ltd,MAAGHADV,,"10.168","28.5","19.184905660377296"
Sugal and Damani Share Brokers Ltd,SUGALDAM,"Investment Banking & Brokerage","10.156261375","15.45","7.523156574074074"
Shivagrico Implements Ltd,SHIVAGR,"Agricultural & Farm Machinery","10.127472","19.25","13.15256103896086"
TV Vision Ltd,TVVISION,"TV Channels & Broadcasters","10.1047375","2.65","-0.32139750318066157"
Yogi Ltd,YOGI,,"10.102239","23.85","-1010.223899999988"
Mount Housing and Infrastructure Ltd,MOUNT,,"10.085571","33.3","126.06963749999984"
Standard Capital Markets Ltd,STANCAP,"Consumer Finance","10.080252","26.45","112.00280000000002"
Gujchem Distillers India Ltd,GUJCMDS,"Commodity Chemicals","10.0530585","63.8","25.777073076923088"
Mukat Pipes Ltd,MUKATPIP,"Building Products - Pipes","10.04367","7.65","-91.30609090909074"
Radaan Media Works India Ltd,RADAAN,"Movies & TV Serials","10.0198849","1.85","-2.3034218160919546"
Times Green Energy (India) Ltd,TIMESGREEN,,"9.984","60","27.73333333333309"
Mewat Zinc Ltd,MEWATZI,"Textiles","9.98","24.95","498.9999999999987"
Ladam Affordable Housing Ltd,LAHL,"Real Estate","9.976007","4.65","43.373943478260784"
Rander Corp Ltd,RANDER,"Real Estate","9.955959","7.91","12.76405"
Brandbucket Media & Technology Ltd,BRANDBUCKT,,"9.947715","33.1","41.44881250000013"
Creative Eye Ltd,CREATIVEYE,"Movies & TV Serials","9.92883375","4.55","-10.562589095744684"
BNR Udyog Ltd,BNRUDY,"IT Services & Consulting","9.9","32.5","15.468750000000004"
Alan Scott Industriess Ltd,ALAN SCOTT,"Movies & TV Serials","9.866162684999999","54.15","-140.94518121428658"
Euro-Leder Fashion Ltd,EUROLED,,"9.84192","22.8","30.75599999999984"
Inani Securities Ltd,INANISEC,,"9.799055","20.45","25.125782051282062"
Ajel Ltd,AJEL,,"9.79765","8.02","97.97649999999918"
Omnipotent Industries Ltd,OMNIPOTENT,,"9.77075","15.75","-11.361337209302453"
KCK Industries Ltd,KCK,"Textiles","9.7625","17.75","8.135416666666584"
VKJ Infra Developers Ltd,VKJINFRA,"Construction & Engineering","9.757874294","0.39","487.8937146999996"
Mehta Integrated Finance Ltd,MEHIF,"Diversified Financials","9.75","19.5","-31.4516129032258"
Ridings Consulting Engineers India Ltd,RIDINGS,"Business Support Services","9.74052","7.83","243.51300000000114"
Macro International Ltd,MACINTR,"Real Estate","9.7364715","25.7","-324.5490499999998"
Srestha Finvest Ltd,SRESTHA,"Diversified Financials","9.735","1.16","-324.49999999999494"
Suryachakra Power Corporation Ltd,SURYACHAKRA,"Power Generation","9.726145","0.66","-0.16743234635909798"
Novateor Research Laboratories Ltd,NOVATEOR,"FMCG - Personal Products","9.71159748066057","21.9","-40.464989502752374"
Voltaire Leasing and Finance Ltd,VOLLF,,"9.69789","24","42.16473913043479"
Shine Fashions (India) Ltd,SHINEFASH,,"9.69507","33.5","24.237675000000053"
Relic Technologies Ltd,RELICTEC,"Diversified Financials","9.684","28","22.00909090909091"
Sturdy Industries Ltd,STURDY,"Agricultural & Farm Machinery","9.680236416","0.61","2.6964446841225627"
Billwin Industries Ltd,BILLWIN,,"9.630872479999999","42.95","43.776693090909205"
Quantum Build-Tech Ltd,QUANTBUILD,,"9.57507066","3.63","-18.774648352941174"
AVI Products India Ltd,APIL,"Commodities Trading","9.549993540000001","35.25","73.46148876923098"
Mafia Trends Ltd,MAFIA,,"9.5321325","21.1","11.915165624999986"
Shanti Guru Industries Ltd,SHANTIGURU,"Retail - Department Stores","9.51563","7.73","-14.639430769230769"
HDFC Nifty Growth Sectors 15 ETF,HDFCGROWTH,"Equity","9.508923105","87.18",
Shree Manufacturing Co Ltd,SHRMFGC,"Textiles","9.478916334","11.99","-63.192775559999994"
Navigant Corporate Advisors Ltd,NAVIGANT,"Investment Banking & Brokerage","9.47401375","30.05","8.458940848214278"
Shree Worstex Ltd,SHWL,"Diversified Financials","9.42","84","8.88679245283019"
Quantum Digital Vision (India) Ltd,QUANTDIA,"Construction & Engineering","9.4085","30.95","52.26944444444444"
JD Orgochem Ltd,JDORGOCHEM,"Specialty Chemicals","9.4075","7.33","-8.180434782608696"
Integra Capital Management Ltd,INTCAPM,"Diversified Financials","9.4056","20","94.056"
Shashwat Furnishing Solutions Ltd,SFSL,,"9.396","38.5","93.9600000000002"
Sujala Trading & Holdings Ltd,SUJALA,"Diversified Financials","9.38367","17","72.1820769230767"
Viaan Industries Ltd,VIAANINDUS,"Commodities Trading","9.3706635","0.85","-5.611175748502996"
Kapil Raj Finance Ltd,KAPILRAJ,"Specialized Finance","9.3548","18.2","-89.17899999999999"
Bangalore Fort Farms Ltd,BFFL,,"9.334833","19.45","62.232220000000495"
Blue Coast Hotels Ltd,BLUECOAST,"Hotels, Resorts & Cruise Lines","9.30637361","7.3","-2.729141821114369"
Sun Retail Ltd,SUNRETAIL,"Agro Products","9.276978606","0.58","-115.9622325750005"
Premier Ltd,PREMIER,"Industrial Machinery","9.26363385","3.15","-0.41208335631672605"
Dhruva Capital Services Ltd,DHRUVCA,"Specialized Finance","9.2469195","29.75","92.469195"
Shreevatsaa Finance and Leasing Ltd,SHVFL,"Diversified Financials","9.1809","9.09","20.86568181818182"
Bohra Industries Ltd,BOHRAIND,"Fertilizers & Agro Chemicals","9.144608713968001","139.4","-3.4903086694534355"
Mitshi India Ltd,MITSHI,"Conglomerates","9.1432","9.8","914.3200000000551"
Abhishek Integrations Ltd,AILIMITED,"Construction & Engineering","9.137732475","33.4","18.64843362244904"
Rotographics India Ltd,RGIL,"Commodities Trading","9.12702327893432","26.35","456.3511639467167"
TeleCanor Global Ltd,TELECANOR,,"9.1127312","7.23","-11.682988717948719"
Helpage Finlease Ltd,HELPAGE,"Diversified Financials","9.11191","9.16","14.018323076923085"
Bindal Exports Ltd,BINDALEXPO,"Textiles","9.08579","19.75","26.722911764705437"
Prime Industries Ltd,PRIMIND,"Real Estate","9.078972","6.09","-56.74357500000011"
Photoquip (India) Ltd,PHOTOQUP,"Electronic Equipments","9.073512","18","-3.861068936170213"
Madhusudan Securities Ltd,MADHUSE,"Investment Banking & Brokerage","9.04330648","10.25","-90.43306480000001"
Alps Industries Ltd,ALPSINDUS,"Textiles","8.996243","2.3","-0.10851921592279849"
Shri Bholanath Carpets Ltd,SHRIBCL,"Textiles","8.976","18.7","179.51999999999583"
Ambition Mica Ltd,AMBITION,"Building Products - Laminates","8.9532","5.99","-0.24509170544757736"
Inland Printers Ltd,INLANPR,,"8.9482056","19","-42.610502857142855"
Shree Steel Wire Ropes Ltd,SSWRL,"Iron & Steel","8.941023","27","34.38855000000024"
K K Fincorp Ltd,KKFIN,,"8.9376","15.79","4.5368527918781725"
Chadha Papers Ltd,CHADPAP,"Paper Products","8.928534999999949","8.75","-3.3692584905658487"
Kashyap Tele-Medicines Ltd,KASHYAP,"Software Services","8.924014","1.95","-5.18838023255814"
Gujarat Toolroom Ltd,GUJTLRM,"Construction & Engineering","8.9214688","122.1","-55.75917999999999"
Simplex Mills Company Ltd,SIMPLXMIL,"Textiles","8.91141075","30.7","12.915088043478262"
O P Chains Ltd,OPCHAINS,,"8.905","13","178.0999999999996"
Pasari Spinning Mills Ltd,PASARI,"Textiles","8.901","6.33","22.823076923076922"
Starlit Power Systems Ltd,STARLIT,"Batteries","8.897341544","8.5","-3.83506101034483"
ANS Industries Ltd,ANSINDUS,"Packaged Foods & Meats","8.885376","9.6","-4.676513684210527"
Sirohia & Sons Ltd,SIROHIA,"Fertilizers & Agro Chemicals","8.880909672","8.66","-2559747935329935000"
Mansi Finance (Chennai) Ltd,MANSIFIN,,"8.872599","25.05","13.650152307692304"
Tarapur Transformers Ltd,TARAPUR,"Heavy Electrical Equipments","8.872505004999999","4.8","1.4473907022838495"
Duke Offshore Ltd,DUKEOFS,"Oil & Gas - Equipment & Services","8.87148","9.4","-2.1637756097560974"
Norben Tea and Exports Ltd,NORBTEAEXP,"Tea & Coffee","8.87125","7.9","-35.48500000000002"
Vasa Retail and Overseas Ltd,VASA,"Textiles","8.868974","14.8","-0.9316149159663866"
Panache Innovations Ltd,PANACHE,"Commodities Trading","8.8678","21","443.3899999999675"
Kay Power and Paper Ltd,KAYPOWR,"Paper Products","8.86312","8.28","98.479111111107"
IITL Projects Ltd,IITLPROJ,"Real Estate","8.8588475","17.7","0.8310363508442778"
Shree Ganesh Elastoplast Ltd,SHGANEL,,"8.85822","16.1","6.660315789473679"
Millennium Online Solutions (India) Ltd,MILLENNIUM,"Technology Hardware","8.853453270000001","1.82","126.47790385714246"
Ramgopal Polytex Ltd,RAMGOPOLY,"Commodities Trading","8.845","5.93","-18.81914893617022"
Seven Hill Industries Ltd,SEVENHILL,"Diversified Financials","8.842176","0.67","176.84351999999984"
Bharat Bhushan Finance And Commodity Brokers Ltd,BHARAT,"Diversified Financials","8.805942","27.1","80.05401818181817"
SK International Export Ltd,SKIEL,"Apparel & Accessories","8.7983448","12","-11.279929230769229"
Ranjeet Mechatronics Ltd,RANJEET,"Business Support Services","8.79777334","13.33","17.954639469387917"
Arunis Abode Ltd,ARUNIS,,"8.79","29.3","48.833333333333265"
RCI Industries & Technologies Ltd,RCIIND,"Metals - Copper","8.7787924","5.45","-0.12248908050788337"
Sri Adhikari Brothers Television Network Ltd,SABTN,"TV Channels & Broadcasters","8.736125","2.5","-0.41130532015065907"
Southern Infosys Ltd,SOUTHERNIN,"IT Services & Consulting","8.7348","17.4","109.1850000000004"
Chitradurga Spintex Ltd,CHITRTX,,"8.7322368","25.6","-109.15296000000001"
SPS International Ltd,SPSINT,"Technology Hardware","8.7088845","20.55","-3.8196861842105267"
Mac Hotels Ltd,MACH,"Hotels, Resorts & Cruise Lines","8.67","29.5","-3.7051282051282053"
Mahaan Foods Ltd,MAHAANF,"FMCG - Foods","8.6642325","23.8","57.76154999999999"
Sathavahana Ispat Ltd,SATHAISPAT,"Iron & Steel","8.653","1.65","-0.07053309422888816"
Tokyo Finance Ltd,TOKYOFIN,,"8.642924","12.4","432.1462000000019"
Amforge Industries Ltd,AMFORG,"Consumer Finance","8.6323272","5.82","5.3952045"
Tashi India Ltd,TASHIND,"Diversified Financials","8.6315625","116.25","12.693474264705882"
Photon Capital Advisors Ltd,PHOTON,,"8.62048733","56.95","4.58536560106383"
Sinnar Bidi Udyog Ltd,SINNAR,"FMCG - Tobacco","8.604374019864041","215.25","-71.70311683220055"
Sagar Productions Ltd,SAGARPROD,"Movies & TV Serials","8.59041475","2.06","214.76036875000176"
HDFC Nifty Next 50 ETF,HDFCNEXT50,"Equity","8.575619","421.86",
Fone4 Communications(India) Ltd,FONE4,,"8.525","5","11.071428571428578"
Shree Precoated Steels Ltd,SPSL,"Real Estate","8.4867991","20.35","-17.319998163265307"
Natural Biocon (India) Ltd,NATURAL,,"8.4613632","7.07","120.87661714285719"
Risa International Ltd,RISAINTL,"0","8.45351325","0.51","-21.133783125"
Focus Business Solution Ltd,FOCUS,,"8.4436","38","46.90888888888915"
Trimurthi Ltd,TRIMURTHI,"Health Care Equipment & Supplies","8.424","10.4","-4.680000000000001"
Paos Industries Ltd,PAOS,,"8.4107608","14.46","-27.131486451612904"
Umiya Tubes Ltd,UMIYA,,"8.40560028","8.35","140.0933380000044"
S R G Securities Finance Ltd,SRGSFL,"Consumer Finance","8.3963748","18.7","20.47896292682927"
Deccan Bearings Ltd,DECANBRG,"Industrial Machinery","8.34033588","39.6","-20.34228263414634"
UTI S&P BSE Sensex Next 50 ETF,UTISXN50,"Equity","8.33829663","50.96",
Ambassador Intra Holdings Ltd,AIHL,"Textiles","8.33197349","39.85","416.59867449999973"
F G P Ltd,FGP,"Business Support Services","8.3265357","7.29","8.858016702127662"
Hittco Tools Ltd,HITTCO,"Industrial Machinery","8.321953297","13.34","11.245882833783787"
Shraddha Prime Projects Ltd,SHRADDHA,,"8.31251","17.65","-26.814548387096632"
Galaxy Agrico Exports Ltd,GALAGEX,"Industrial Machinery","8.3041248","29.05","13.181150476190489"
Agrimony Commodities Ltd,AGRIMONY,"Commodities Trading","8.28053","7.27","43.58173684210526"
Monind Ltd,MONIND,"Iron & Steel","8.24602688","22.4","-7.297368920353984"
Northlink Fiscal and Capital Services Ltd,NORTHLINK,"Construction & Engineering","8.22664318451876","15.6","411.3321592259384"
ACE Software Exports Ltd,ACESOFT,,"8.2134","17.95","-15.210000000000024"
Span Divergent Ltd,SDL,,"8.1926205","14.3","-0.8351295107033648"
NPR Finance Ltd,NPRFIN,,"8.175804","13.65","-163.51608000000166"
Mohota Industries Ltd,MOHOTAIND,"Textiles","8.16243606","5.55","-0.845848296373057"
Parshwanath Corp Ltd,PARSHWANA,"Real Estate","8.1427762","26","27.14258733333334"
Chothani Foods Ltd,CHOTHANI,"Agro Products","8.127","15.75","90.30000000000037"
Jattashankar Industries Ltd,JATTAINDUS,"Textiles","8.116135","18.5","8.918829670329648"
Mehta Securities Ltd,MEHSECU,"Investment Banking & Brokerage","8.109675","26.25","-18.85970930232558"
AMS Polymers Ltd,AMS,"0","8.1076375","24.55","90.08486111110764"
Aravali Securities and Finance Ltd,ARAVALIS,"Investment Banking & Brokerage","8.10730975","5.3","4.91352106060606"
Super Bakers Ltd,SUPERBAK,"Packaged Foods & Meats","8.08278","28.05","28.867071428571414"
Minolta Finance Ltd,MINOLTAF,"Diversified Financials","8.08","7.7","161.60000000000016"
Adinath Exim Resources Ltd,ADIEXRE,"Consumer Finance","8.076717","18","23.076334285714296"
Nihar Info Global Ltd,NIHARINF,,"8.075194995999999","9.2","26.049016116129167"
Vision Cinemas Ltd,VISIONCINE,,"8.07395937","1.19","-24.466543545454545"
Viceroy Hotels Ltd,VICEROY,"Hotels, Resorts & Cruise Lines","8.05699256","1.95","-0.30623308855948295"
Kkalpana Plastick Limited,KKPLASTICK,"Plastic Products","8.038489890000001","15","-114.83556985714284"
Step Two Corporation Ltd,STEP2COR,"Investment Banking & Brokerage","8.027397","19","53.51598"
Univa Foods Ltd,UNIVAFOODS,"Hotels, Resorts & Cruise Lines","8.020768","5.6","-1.4880831168831168"
Raunaq Epc International Ltd,RAUNAQEPC,,"8.007066985","22.85","-2.4117671641566267"
LWS Knitwear Ltd,LWSKNIT,"Textiles","7.992272","15.8","28.54382857142879"
Howard Hotels Ltd,HOWARHO,,"7.97405","8.75","-10.492171052631571"
Virgo Global Ltd,VIRGOGLOB,"IT Services & Consulting","7.9727637","7.96","88.5862633333328"
Chandni Machines Ltd,CHANDNIMACH,"Commodities Trading","7.971759509999999","23.2","5.110102249999997"
Neo Infracon Ltd,NEOINFRA,"Real Estate","7.9602","13.95","8.468297872340429"
Longview Tea Co Ltd,LONTE,"Tea & Coffee","7.9557075","25.35","2.127194518716578"
Kuwer Industries Ltd,KUWERIN,"Packaging","7.9506390719999995","8.33","44.17021706666985"
Purshottam Investofin Ltd,PURSHOTTAM,,"7.9424388","13.27","1.864422253521121"
United Interactive Ltd,UNITEDINT,"IT Services & Consulting","7.919075","43.25","14.141205357142857"
Agio Paper & Industries Ltd,AGIOPAPER,"Paper Products","7.9175714","5.15","-5.908635373134329"
Moongipa Capital Finance Ltd,MONGIPA,"Consumer Finance","7.911932","26.5","3.2425950819672127"
Square Four Projects India Ltd,SFPIL,"Real Estate","7.8765467","8.03","-112.52209571428573"
Axis Silver ETF,AXISILVER,"Equity","7.8703070319999995","69.49",
Gujarat Lease Financing Ltd,GLFL,"Consumer Finance","7.86647243","2.9","-98.330905375"
BKM Industries Ltd,BKMINDST,"Packaging","7.864086","1.2","-0.26913367556468176"
VR Woodart Ltd,VRWODAR,"0","7.862873568","5.28","-60.483642830769234"
Switching Technologies Gunther Ltd,SWITCHTE,"Electrical Components & Equipments","7.84","31.95","-1.1860816944024204"
AVI Polymers Ltd,AVI,"Commodities Trading","7.8336905","19.1","15.987123469387745"
Ashish Polyplast Ltd,ASHISHPO,"Building Products - Pipes","7.81425","23.95","24.41953124999998"
Aayush Food and Herbs Ltd,AAYUSH,,"7.771775","22.1","-3.736430288461537"
Trio Mercantile And Trading Ltd,TRIOMERC,"Commodities Trading","7.744772856","1.11","-16.836462730434793"
Rajasthan Tube Manufacturing Co Ltd,RAJTUBE,,"7.730877","17.2","13.805137499999917"
Ascensive Educare Ltd,ASCENSIVE,,"7.7018784","24.9","9.508491851851872"
Tirupati Tyres Ltd,TTIL,"Tires & Rubber","7.679005","22.05","51.19336666666667"
Simplex Papers Ltd,SIMPLXPAP,"Paper Products","7.65376125","25","-45.022124999999996"
Jhaveri Credits and Capital Ltd,JHACC,"Investment Banking & Brokerage","7.6525472","12.43","26.38809379310348"
Ahmedabad Steel Craft Ltd,AHMDSTE,"Commodities Trading","7.65204","17.8","-12.7534"
Heera Ispat Ltd,HEERAISP,"Iron & Steel","7.64764","13.6","-69.524"
Amalgamated Electricity Company Ltd,AMALGAM,"Electrical Components & Equipments","7.635408","27.8","-58.73390769230769"
Asia Pack Ltd,ASIAPAK,"Real Estate","7.5562083","30.05","41.978934999999986"
Haria Apparels Ltd,HARIAAPL,"Textiles","7.5531612","4.97","18.882903000000024"
TRC Financial Services Ltd,TRCFIN,"Diversified Financials","7.551359","14.35","-20.975997222222226"
Dalal Street Investments Ltd,DSINVEST,"Investment Banking & Brokerage","7.534994709999999","239.2","251.16649033333402"
Glittek Granites Ltd,GLITTEKG,"Building Products - Granite","7.528226","2.8","-3.273141739130436"
Svam Software Ltd,SVAMSOF,"Software Services","7.498716","4.21","-749.8716000000228"
Konark Synthetic Ltd,KONARKSY,"0","7.49232","12.9","-2.9266874999999937"
Looks Health Services Ltd,LOOKS,"Health Care Equipment & Supplies","7.476","7.08","186.9000000000001"
Seasons Textiles Ltd,SEASONST,"Textiles","7.4753194","10.46","-17.798379523809455"
VB Industries Ltd,VBIND,"Diversified Financials","7.45842355","5.77","186.46058874999878"
Trivikrama Industries Ltd,TRIVIKRAMA,"Commodities Trading","7.4346525","10.45","-32.324576086956526"
Subhash Silk Mills Ltd,SUBSM,"Textiles","7.420875","17.5","37.1043750000001"
Crane Infrastructure Ltd,CRANEINFRA,,"7.415808","10.04","18.087336585365854"
Incon Engineers Ltd,INCON,"Industrial Machinery","7.399341","16.85","164054987669598700"
Triton Corp Ltd,TRITON,"IT Services & Consulting","7.39591705","0.36","-2.95836682"
Perfect-Octave Media Projects Ltd,OCTAVE,,"7.3911213","2.23","739.1121299999911"
Easun Reyrolle Ltd,EASUNREYRL,"Power Transmission & Distribution","7.39059384","2.4","-0.7203307836257307"
Sri Amarnath Finance Ltd,AMARNATH,"Investment Banking & Brokerage","7.3852","7.4","3.21095652173913"
Enbee Trade and Finance Ltd,ENBETRD,"Specialized Finance","7.38423075","47.25","7.940033064516127"
Epsom Properties Ltd,EPSOMPRO,"Real Estate","7.378272","9.9","-23.057099999999995"
MFS Intercorp Ltd,MFSINTRCRP,"Iron & Steel","7.3739545","16.7","13.913121698113228"
Modern Converters Ltd,MODCL,"Agro Products","7.3542","24.95","-2.467852348993288"
